parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
75216162,"Corn, yellow and white, cooked, from frozen, NS as to fat added in cooking",2047.0,"Salt, table",1.0
75216162,"Corn, yellow and white, cooked, from frozen, NS as to fat added in cooking",4323.0,"Table fat, averaged",4.729
75216162,"Corn, yellow and white, cooked, from frozen, NS as to fat added in cooking",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216162,"Corn, yellow and white, cooked, from frozen, NS as to fat added in cooking",11911.0,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216163,"Corn, yellow and white, cooked, from canned, NS as to fat added in cooking",2047.0,"Salt, table",0.4
75216163,"Corn, yellow and white, cooked, from canned, NS as to fat added in cooking",4323.0,"Table fat, averaged",4.729
75216163,"Corn, yellow and white, cooked, from canned, NS as to fat added in cooking",11172.0,"Corn, sweet, yellow, canned, whole kernel, drained solids",82.0
75216163,"Corn, yellow and white, cooked, from canned, NS as to fat added in cooking",11905.0,"Corn, sweet, white, canned, whole kernel, drained solids",82.0
75216170,"Corn, yellow and white, cooked, NS as to form, fat not added in cooking",2047.0,"Salt, table",1.0
75216170,"Corn, yellow and white, cooked, NS as to form, fat not added in cooking",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216170,"Corn, yellow and white, cooked, NS as to form, fat not added in cooking",11911.0,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216171,"Corn, yellow and white, cooked, from fresh, fat not added in cooking",2047.0,"Salt, table",1.0
75216171,"Corn, yellow and white, cooked, from fresh, fat not added in cooking",11168.0,"Corn, sweet, yellow, cooked, boiled, drained, without salt",82.0
75216171,"Corn, yellow and white, cooked, from fresh, fat not added in cooking",11901.0,"Corn, sweet, white, cooked, boiled, drained, without salt",78.5
75216172,"Corn, yellow and white, cooked, from frozen, fat not added in cooking",2047.0,"Salt, table",1.0
75216172,"Corn, yellow and white, cooked, from frozen, fat not added in cooking",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216172,"Corn, yellow and white, cooked, from frozen, fat not added in cooking",11911.0,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216173,"Corn, yellow and white, cooked, from canned, fat not added in cooking",2047.0,"Salt, table",0.4
75216173,"Corn, yellow and white, cooked, from canned, fat not added in cooking",11172.0,"Corn, sweet, yellow, canned, whole kernel, drained solids",82.0
75216173,"Corn, yellow and white, cooked, from canned, fat not added in cooking",11905.0,"Corn, sweet, white, canned, whole kernel, drained solids",82.0
75216174,"Corn, yellow and white, cooked, NS as to form, made with oil",2047.0,"Salt, table",1.0
75216174,"Corn, yellow and white, cooked, NS as to form, made with oil",4322.0,"Vegetable oil, averaged",4.542
75216174,"Corn, yellow and white, cooked, NS as to form, made with oil",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",164.0
75216175,"Corn, yellow and white, cooked, NS as to form, made with butter",1001.0,"Butter, salted",4.729
75216175,"Corn, yellow and white, cooked, NS as to form, made with butter",2047.0,"Salt, table",1.0
75216175,"Corn, yellow and white, cooked, NS as to form, made with butter",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",164.0
75216176,"Corn, yellow and white, cooked, NS as to form, made with margarine",2047.0,"Salt, table",1.0
75216176,"Corn, yellow and white, cooked, NS as to form, made with margarine",4613.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
75216176,"Corn, yellow and white, cooked, NS as to form, made with margarine",4694.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.6698499999999998
75216176,"Corn, yellow and white, cooked, NS as to form, made with margarine",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216176,"Corn, yellow and white, cooked, NS as to form, made with margarine",11911.0,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216177,"Corn, yellow and white, cooked, from fresh, made with oil",2047.0,"Salt, table",1.0
75216177,"Corn, yellow and white, cooked, from fresh, made with oil",4322.0,"Vegetable oil, averaged",4.542
75216177,"Corn, yellow and white, cooked, from fresh, made with oil",11168.0,"Corn, sweet, yellow, cooked, boiled, drained, without salt",82.0
75216177,"Corn, yellow and white, cooked, from fresh, made with oil",11901.0,"Corn, sweet, white, cooked, boiled, drained, without salt",78.5
75216178,"Corn, yellow and white, cooked, from fresh, made with butter",1001.0,"Butter, salted",4.729
75216178,"Corn, yellow and white, cooked, from fresh, made with butter",2047.0,"Salt, table",1.0
75216178,"Corn, yellow and white, cooked, from fresh, made with butter",11168.0,"Corn, sweet, yellow, cooked, boiled, drained, without salt",82.0
75216178,"Corn, yellow and white, cooked, from fresh, made with butter",11901.0,"Corn, sweet, white, cooked, boiled, drained, without salt",78.5
75216179,"Corn, yellow and white, cooked, from fresh, made with margarine",2047.0,"Salt, table",1.0
75216179,"Corn, yellow and white, cooked, from fresh, made with margarine",4613.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
75216179,"Corn, yellow and white, cooked, from fresh, made with margarine",4694.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.6698499999999998
75216179,"Corn, yellow and white, cooked, from fresh, made with margarine",11168.0,"Corn, sweet, yellow, cooked, boiled, drained, without salt",82.0
75216179,"Corn, yellow and white, cooked, from fresh, made with margarine",11901.0,"Corn, sweet, white, cooked, boiled, drained, without salt",78.5
75216180,"Corn, yellow and white, cooked, NS as to form, fat added in cooking, NS as to type of fat",2047.0,"Salt, table",1.0
75216180,"Corn, yellow and white, cooked, NS as to form, fat added in cooking, NS as to type of fat",4323.0,"Table fat, averaged",4.729
75216180,"Corn, yellow and white, cooked, NS as to form, fat added in cooking, NS as to type of fat",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216180,"Corn, yellow and white, cooked, NS as to form, fat added in cooking, NS as to type of fat",11911.0,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216181,"Corn, yellow and white, cooked, from fresh, fat added in cooking, NS as to type of fat",2047.0,"Salt, table",1.0
75216181,"Corn, yellow and white, cooked, from fresh, fat added in cooking, NS as to type of fat",4323.0,"Table fat, averaged",4.729
75216181,"Corn, yellow and white, cooked, from fresh, fat added in cooking, NS as to type of fat",11168.0,"Corn, sweet, yellow, cooked, boiled, drained, without salt",82.0
75216181,"Corn, yellow and white, cooked, from fresh, fat added in cooking, NS as to type of fat",11901.0,"Corn, sweet, white, cooked, boiled, drained, without salt",78.5
75216182,"Corn, yellow and white, cooked, from frozen, fat added in cooking, NS as to type of fat",2047.0,"Salt, table",1.0
75216182,"Corn, yellow and white, cooked, from frozen, fat added in cooking, NS as to type of fat",4323.0,"Table fat, averaged",4.729
75216182,"Corn, yellow and white, cooked, from frozen, fat added in cooking, NS as to type of fat",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216182,"Corn, yellow and white, cooked, from frozen, fat added in cooking, NS as to type of fat",11911.0,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216183,"Corn, yellow and white, cooked, from canned, fat added in cooking, NS as to type of fat",2047.0,"Salt, table",0.4
75216183,"Corn, yellow and white, cooked, from canned, fat added in cooking, NS as to type of fat",4323.0,"Table fat, averaged",4.729
75216183,"Corn, yellow and white, cooked, from canned, fat added in cooking, NS as to type of fat",11172.0,"Corn, sweet, yellow, canned, whole kernel, drained solids",82.0
75216183,"Corn, yellow and white, cooked, from canned, fat added in cooking, NS as to type of fat",11905.0,"Corn, sweet, white, canned, whole kernel, drained solids",82.0
75216184,"Corn, yellow and white, cooked, from frozen, made with oil",2047.0,"Salt, table",1.0
75216184,"Corn, yellow and white, cooked, from frozen, made with oil",4322.0,"Vegetable oil, averaged",4.542
75216184,"Corn, yellow and white, cooked, from frozen, made with oil",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216184,"Corn, yellow and white, cooked, from frozen, made with oil",11911.0,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216185,"Corn, yellow and white, cooked, from frozen, made with butter",1001.0,"Butter, salted",4.729
75216185,"Corn, yellow and white, cooked, from frozen, made with butter",2047.0,"Salt, table",1.0
75216185,"Corn, yellow and white, cooked, from frozen, made with butter",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216185,"Corn, yellow and white, cooked, from frozen, made with butter",11911.0,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216186,"Corn, yellow and white, cooked, from frozen, made with margarine",2047.0,"Salt, table",1.0
75216186,"Corn, yellow and white, cooked, from frozen, made with margarine",4613.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
75216186,"Corn, yellow and white, cooked, from frozen, made with margarine",4694.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.6698499999999998
75216186,"Corn, yellow and white, cooked, from frozen, made with margarine",11179.0,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216186,"Corn, yellow and white, cooked, from frozen, made with margarine",11911.0,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",82.0
75216187,"Corn, yellow and white, cooked, from canned, made with oil",2047.0,"Salt, table",0.4
75216187,"Corn, yellow and white, cooked, from canned, made with oil",4322.0,"Vegetable oil, averaged",4.542
75216187,"Corn, yellow and white, cooked, from canned, made with oil",11172.0,"Corn, sweet, yellow, canned, whole kernel, drained solids",82.0
75216187,"Corn, yellow and white, cooked, from canned, made with oil",11905.0,"Corn, sweet, white, canned, whole kernel, drained solids",82.0
75216188,"Corn, yellow and white, cooked, from canned, made with butter",1001.0,"Butter, salted",4.729
75216188,"Corn, yellow and white, cooked, from canned, made with butter",2047.0,"Salt, table",0.4
75216188,"Corn, yellow and white, cooked, from canned, made with butter",11172.0,"Corn, sweet, yellow, canned, whole kernel, drained solids",82.0
75216188,"Corn, yellow and white, cooked, from canned, made with butter",11905.0,"Corn, sweet, white, canned, whole kernel, drained solids",82.0
75216189,"Corn, yellow and white, cooked, from canned, made with margarine",2047.0,"Salt, table",0.4
75216189,"Corn, yellow and white, cooked, from canned, made with margarine",4613.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",3.10115
75216189,"Corn, yellow and white, cooked, from canned, made with margarine",4694.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",1.6698499999999998
75216189,"Corn, yellow and white, cooked, from canned, made with margarine",11172.0,"Corn, sweet, yellow, canned, whole kernel, drained solids",82.0
75216189,"Corn, yellow and white, cooked, from canned, made with margarine",11905.0,"Corn, sweet, white, canned, whole kernel, drained solids",82.0
75216190,"Corn, yellow, NS as to form, cream style, fat added in cooking",2047.0,"Salt, table",1.0
75216190,"Corn, yellow, NS as to form, cream style, fat added in cooking",4323.0,"Table fat, averaged",4.729
75216190,"Corn, yellow, NS as to form, cream style, fat added in cooking",11174.0,"Corn, sweet, yellow, canned, cream style, regular pack",256.0
75216193,"Corn, yellow, from canned, cream style, fat added in cooking",2047.0,"Salt, table",0.4
75216193,"Corn, yellow, from canned, cream style, fat added in cooking",4323.0,"Table fat, averaged",4.729
75216193,"Corn, yellow, from canned, cream style, fat added in cooking",11174.0,"Corn, sweet, yellow, canned, cream style, regular pack",256.0
75216200,"Corn, white, cooked, NS as to form, NS as to fat added in cooking",2047.0,"Salt, table",1.0
75216200,"Corn, white, cooked, NS as to form, NS as to fat added in cooking",4323.0,"Table fat, averaged",4.729
75216200,"Corn, white, cooked, NS as to form, NS as to fat added in cooking",11911.0,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",164.0
75216201,"Corn, white, cooked, from fresh, NS as to fat added in cooking",2047.0,"Salt, table",1.0
75216201,"Corn, white, cooked, from fresh, NS as to fat added in cooking",4323.0,"Table fat, averaged",4.729
75216201,"Corn, white, cooked, from fresh, NS as to fat added in cooking",11901.0,"Corn, sweet, white, cooked, boiled, drained, without salt",157.0
75216202,"Corn, white, cooked, from frozen, NS as to fat added in cooking",2047.0,"Salt, table",1.0
75216202,"Corn, white, cooked, from frozen, NS as to fat added in cooking",4323.0,"Table fat, averaged",4.729
